,Graph,Nodes,Edges,Density,Core Size,Exact Runtime,Threshold,Generator Size,Tree Core Runtime,Tree Runtime,Tree Recall,Tree Similarity,Outerplanar Core Runtime,Outerplanar Runtime,Outerplanar Recall,Outerplanar Similarity,Avg. Component Number,Std. Component Number,Avg. Biggest Component,Std. Biggest Component,Avg. Face Number,Std. Face Number
,web-NotreDame_component,325729,1117563,0.000011,60160,26447.000000,0.020000,200,21.133803,167.321299,0.005186,0.005185,31.403942,332.564564,0.631366,0.536157,259090.600000,250.692576,497.620000,79.229596,371.980000,108.446512
,web-NotreDame_component,325729,1117563,0.000011,60160,26447.000000,0.020000,300,21.136006,167.323502,0.007197,0.007194,32.476870,333.637492,0.633295,0.520827,259090.600000,250.692576,497.620000,79.229596,371.980000,108.446512
,web-NotreDame_component,325729,1117563,0.000011,60160,26447.000000,0.020000,400,21.226764,167.414260,0.009059,0.009053,33.287484,334.448106,0.634242,0.516180,259090.600000,250.692576,497.620000,79.229596,371.980000,108.446512
,web-NotreDame_component,325729,1117563,0.000011,60160,26447.000000,0.020000,500,21.249299,167.436795,0.011719,0.011709,33.916268,335.076890,0.635106,0.513645,259090.600000,250.692576,497.620000,79.229596,371.980000,108.446512
,web-NotreDame_component,325729,1117563,0.000011,60160,26447.000000,0.030000,5,17.310619,163.498115,0.000199,0.000199,21.496197,322.656819,0.479737,0.445571,259090.600000,250.692576,497.620000,79.229596,371.980000,108.446512
,web-NotreDame_component,325729,1117563,0.000011,60160,26447.000000,0.030000,10,19.030515,165.218011,0.000499,0.000499,25.116371,326.276993,0.522939,0.476833,259090.600000,250.692576,497.620000,79.229596,371.980000,108.446512
,web-NotreDame_component,325729,1117563,0.000011,60160,26447.000000,0.030000,100,21.045708,167.233204,0.001995,0.001995,30.024546,331.185168,0.568667,0.507582,259090.600000,250.692576,497.620000,79.229596,371.980000,108.446512
,web-NotreDame_component,325729,1117563,0.000011,60160,26447.000000,0.030000,200,21.098768,167.286264,0.003607,0.003606,31.467980,332.628602,0.573703,0.500254,259090.600000,250.692576,497.620000,79.229596,371.980000,108.446512
,web-NotreDame_component,325729,1117563,0.000011,60160,26447.000000,0.030000,300,21.152135,167.339631,0.005070,0.005068,32.458952,333.619574,0.575682,0.485369,259090.600000,250.692576,497.620000,79.229596,371.980000,108.446512
,web-NotreDame_component,325729,1117563,0.000011,60160,26447.000000,0.030000,400,21.205703,167.393199,0.006516,0.006512,33.150446,334.311068,0.576812,0.482052,259090.600000,250.692576,497.620000,79.229596,371.980000,108.446512
,web-NotreDame_component,325729,1117563,0.000011,60160,26447.000000,0.030000,500,21.299655,167.487151,0.008561,0.008555,33.802947,334.963569,0.577959,0.480023,259090.600000,250.692576,497.620000,79.229596,371.980000,108.446512
,web-NotreDame_component,325729,1117563,0.000011,60160,26447.000000,0.040000,5,17.311247,163.498743,0.000133,0.000133,21.431446,322.592068,0.436586,0.413167,259090.600000,250.692576,497.620000,79.229596,371.980000,108.446512
,web-NotreDame_component,325729,1117563,0.000011,60160,26447.000000,0.040000,10,19.043873,165.231369,0.000399,0.000399,25.008362,326.168984,0.481134,0.446951,259090.600000,250.692576,497.620000,79.229596,371.980000,108.446512
,web-NotreDame_component,325729,1117563,0.000011,60160,26447.000000,0.040000,100,21.039469,167.226965,0.001513,0.001513,29.960667,331.121289,0.525283,0.477876,259090.600000,250.692576,497.620000,79.229596,371.980000,108.446512
,web-NotreDame_component,325729,1117563,0.000011,60160,26447.000000,0.040000,200,21.085106,167.272602,0.002776,0.002775,31.392407,332.553029,0.530901,0.472764,259090.600000,250.692576,497.620000,79.229596,371.980000,108.446512
,web-NotreDame_component,325729,1117563,0.000011,60160,26447.000000,0.040000,300,21.200309,167.387805,0.004255,0.004254,32.479128,333.639750,0.533211,0.458107,259090.600000,250.692576,497.620000,79.229596,371.980000,108.446512
,web-NotreDame_component,325729,1117563,0.000011,60160,26447.000000,0.040000,400,21.293135,167.480631,0.005303,0.005299,33.367371,334.527993,0.534791,0.455308,259090.600000,250.692576,497.620000,79.229596,371.980000,108.446512
,web-NotreDame_component,325729,1117563,0.000011,60160,26447.000000,0.040000,500,21.341201,167.528697,0.007031,0.007027,33.958572,335.119194,0.536037,0.453501,259090.600000,250.692576,497.620000,79.229596,371.980000,108.446512
,web-Stanford_component,255265,1941926,0.000030,94953,79827.000000,0.010000,5,25.947175,642.785266,0.000558,0.000558,24.731698,337.999486,0.481954,0.361123,135754.420000,370.271240,259.950000,117.471112,220.470000,114.226291
,web-Stanford_component,255265,1941926,0.000030,94953,79827.000000,0.010000,10,22.675917,639.514008,0.001790,0.001790,24.530742,337.798530,0.530210,0.387546,135754.420000,370.271240,259.950000,117.471112,220.470000,114.226291
,web-Stanford_component,255265,1941926,0.000030,94953,79827.000000,0.010000,100,24.886428,641.724519,0.005519,0.005516,32.247530,345.515318,0.582846,0.418368,135754.420000,370.271240,259.950000,117.471112,220.470000,114.226291
,web-Stanford_component,255265,1941926,0.000030,94953,79827.000000,0.010000,200,25.025268,641.863359,0.007688,0.007682,35.582717,348.850505,0.590987,0.414887,135754.420000,370.271240,259.950000,117.471112,220.470000,114.226291
,web-Stanford_component,255265,1941926,0.000030,94953,79827.000000,0.010000,300,25.083074,641.921165,0.009921,0.009907,38.244139,351.511927,0.593599,0.414335,135754.420000,370.271240,259.950000,117.471112,220.470000,114.226291
,web-Stanford_component,255265,1941926,0.000030,94953,79827.000000,0.010000,400,25.096333,641.934424,0.013091,0.013071,39.864219,353.132007,0.597706,0.415978,135754.420000,370.271240,259.950000,117.471112,220.470000,114.226291
,web-Stanford_component,255265,1941926,0.000030,94953,79827.000000,0.010000,500,25.134277,641.972368,0.014576,0.014551,41.143833,354.411621,0.601255,0.415821,135754.420000,370.271240,259.950000,117.471112,220.470000,114.226291
,web-Stanford_component,255265,1941926,0.000030,94953,79827.000000,0.020000,5,21.866792,638.704883,0.000147,0.000147,22.057068,335.324856,0.392310,0.309798,135754.420000,370.271240,259.950000,117.471112,220.470000,114.226291
,web-Stanford_component,255265,1941926,0.000030,94953,79827.000000,0.020000,10,22.715613,639.553704,0.000348,0.000348,25.986954,339.254742,0.441250,0.336484,135754.420000,370.271240,259.950000,117.471112,220.470000,114.226291
,web-Stanford_component,255265,1941926,0.000030,94953,79827.000000,0.020000,100,24.849612,641.687703,0.002106,0.002106,33.519553,346.787341,0.494624,0.370915,135754.420000,370.271240,259.950000,117.471112,220.470000,114.226291
,web-Stanford_component,255265,1941926,0.000030,94953,79827.000000,0.020000,200,24.923002,641.761093,0.003676,0.003675,35.860850,349.128638,0.505334,0.370634,135754.420000,370.271240,259.950000,117.471112,220.470000,114.226291
,web-Stanford_component,255265,1941926,0.000030,94953,79827.000000,0.020000,300,24.986431,641.824522,0.005108,0.005104,37.837919,351.105707,0.509062,0.371523,135754.420000,370.271240,259.950000,117.471112,220.470000,114.226291
,web-Stanford_component,255265,1941926,0.000030,94953,79827.000000,0.020000,400,25.161832,641.999923,0.006961,0.006956,39.077786,352.345574,0.514118,0.373476,135754.420000,370.271240,259.950000,117.471112,220.470000,114.226291
,web-Stanford_component,255265,1941926,0.000030,94953,79827.000000,0.020000,500,25.100115,641.938206,0.007993,0.007986,40.030380,353.298168,0.517361,0.372687,135754.420000,370.271240,259.950000,117.471112,220.470000,114.226291
,web-Stanford_component,255265,1941926,0.000030,94953,79827.000000,0.030000,5,21.889267,638.727358,0.000095,0.000095,21.921210,335.188998,0.337609,0.276389,135754.420000,370.271240,259.950000,117.471112,220.470000,114.226291
,web-Stanford_component,255265,1941926,0.000030,94953,79827.000000,0.030000,10,22.654589,639.492680,0.000190,0.000190,25.804350,339.072138,0.386339,0.302327,135754.420000,370.271240,259.950000,117.471112,220.470000,114.226291
,web-Stanford_component,255265,1941926,0.000030,94953,79827.000000,0.030000,100,24.818481,641.656572,0.001285,0.001285,33.312356,346.580144,0.439270,0.336566,135754.420000,370.271240,259.950000,117.471112,220.470000,114.226291
,web-Stanford_component,255265,1941926,0.000030,94953,79827.000000,0.030000,200,24.922798,641.760889,0.002549,0.002548,35.695925,348.963713,0.452487,0.338873,135754.420000,370.271240,259.950000,117.471112,220.470000,114.226291
,web-Stanford_component,255265,1941926,0.000030,94953,79827.000000,0.030000,300,24.979460,641.817551,0.003791,0.003789,37.606188,350.873976,0.456226,0.340248,135754.420000,370.271240,259.950000,117.471112,220.470000,114.226291
,web-Stanford_component,255265,1941926,0.000030,94953,79827.000000,0.030000,400,25.038587,641.876678,0.004918,0.004915,38.969625,352.237413,0.461376,0.341913,135754.420000,370.271240,259.950000,117.471112,220.470000,114.226291
,web-Stanford_component,255265,1941926,0.000030,94953,79827.000000,0.030000,500,25.049191,641.887282,0.005803,0.005798,40.021618,353.289406,0.464356,0.340668,135754.420000,370.271240,259.950000,117.471112,220.470000,114.226291
,web-Stanford_component,255265,1941926,0.000030,94953,79827.000000,0.040000,5,21.795210,638.633301,0.000074,0.000074,21.944478,335.212266,0.297716,0.251128,135754.420000,370.271240,259.950000,117.471112,220.470000,114.226291
,web-Stanford_component,255265,1941926,0.000030,94953,79827.000000,0.040000,10,22.615378,639.453469,0.000158,0.000158,25.808634,339.076422,0.346951,0.277540,135754.420000,370.271240,259.950000,117.471112,220.470000,114.226291
,web-Stanford_component,255265,1941926,0.000030,94953,79827.000000,0.040000,100,24.784016,641.622107,0.000969,0.000969,33.326939,346.594727,0.397249,0.309884,135754.420000,370.271240,259.950000,117.471112,220.470000,114.226291
,web-Stanford_component,255265,1941926,0.000030,94953,79827.000000,0.040000,200,24.905245,641.743336,0.001990,0.001990,35.694447,348.962235,0.412172,0.313890,135754.420000,370.271240,259.950000,117.471112,220.470000,114.226291
,web-Stanford_component,255265,1941926,0.000030,94953,79827.000000,0.040000,300,24.969871,641.807962,0.003149,0.003147,37.658948,350.926736,0.416511,0.315471,135754.420000,370.271240,259.950000,117.471112,220.470000,114.226291
,web-Stanford_component,255265,1941926,0.000030,94953,79827.000000,0.040000,400,25.041155,641.879246,0.004065,0.004062,39.043738,352.311526,0.421408,0.316822,135754.420000,370.271240,259.950000,117.471112,220.470000,114.226291
,web-Stanford_component,255265,1941926,0.000030,94953,79827.000000,0.040000,500,25.060091,641.898182,0.004802,0.004798,40.075871,353.343659,0.424083,0.315222,135754.420000,370.271240,259.950000,117.471112,220.470000,114.226291
